,rank,lemma,freq,exp,obs,no_texts,dice,pos
448,448,radix,8429,9.557,21,18,0.002,SUB
449,449,porto,17392,19.719,27,25,0.002,VBE
450,450,deliquo,305,0.346,15,14,0.002,VBE
451,451,necessario,3031,3.437,17,17,0.002,ADV
452,452,iudeus,58460,66.28,58,44,0.002,QLF
453,453,assumo,22664,25.696,31,27,0.002,VBE
454,454,spiritalia,2517,2.854,17,14,0.002,SUB
455,455,amarus,4282,4.855,19,17,0.002,QLF
456,456,quando,67690,76.745,66,55,0.002,CON
457,457,corruptibilis,2375,2.693,16,15,0.002,QLF
458,458,suspendo,5997,6.799,19,18,0.002,VBE
459,459,eucharistia1,1458,1.653,16,16,0.002,SUB
460,460,libido,6698,7.594,20,18,0.002,SUB
461,461,piscis,5037,5.711,18,17,0.002,SUB
462,462,crudus,764,0.866,16,15,0.002,QLF
463,463,tango,13320,15.102,25,22,0.002,VBE
464,464,lenticula,216,0.245,15,14,0.002,SUB
465,465,affluitas,348,0.395,15,9,0.002,SUB
466,466,obseruatio,3423,3.881,18,15,0.002,SUB
467,467,1,75496,85.595,71,63,0.002,NUM
468,468,sobrius,2319,2.629,17,14,0.002,QLF
469,469,sapio,9927,11.255,22,22,0.002,VBE
470,470,pomum,2654,3.009,17,15,0.002,SUB
471,471,emo,4598,5.213,18,17,0.002,VBE
472,472,tero,1580,1.791,16,16,0.002,VBE
473,473,frater,114228,129.508,102,72,0.002,SUB
474,474,incorporo,732,0.83,15,12,0.002,VBE
475,475,locusta,1565,1.774,16,15,0.002,SUB
476,476,angelicus,5902,6.692,19,18,0.002,QLF
477,477,congruus,8375,9.495,22,21,0.002,QLF
478,478,altar,25562,28.982,33,27,0.002,SUB
479,479,hic3,824808,935.144,624,350,0.002,PRO
480,480,mundus1,20047,22.729,30,22,0.002,QLF
481,481,transigo,2554,2.896,16,15,0.002,VBE
482,482,iuniperus1,133,0.151,15,13,0.002,QLF
483,483,tuus,272397,308.836,224,127,0.002,QLF
484,484,uespera,3338,3.785,17,10,0.002,SUB
485,485,miser,13748,15.587,24,24,0.001,QLF
486,486,colligo2,15607,17.695,25,24,0.001,VBE
487,487,communico,8288,9.397,20,20,0.001,VBE
488,488,licet,26151,29.649,31,28,0.001,CON
489,489,consolatio,8132,9.22,19,19,0.001,SUB
490,490,quod,275741,312.627,206,162,0.001,CON
491,491,polluti,426,0.483,14,13,0.001,SUB
492,492,interdictum,2765,3.135,15,14,0.001,SUB
493,493,eligo,35924,40.73,39,30,0.001,VBE
494,494,paruulus2,6398,7.254,18,18,0.001,SUB
495,495,sacerdotalis,5125,5.811,17,13,0.001,QLF
496,496,sobrietas,1413,1.602,15,12,0.001,SUB
497,497,lex,99633,112.961,81,64,0.001,SUB
498,498,sacrificium,18332,20.784,26,24,0.001,SUB
499,499,nunc,76929,87.22,70,57,0.001,ADV
500,500,duplico,1232,1.397,14,11,0.001,VBE
501,501,tempto,15179,17.21,24,19,0.001,VBE
502,502,equaliter,2279,2.584,15,13,0.001,ADV
503,503,conuerto,21948,24.884,28,27,0.001,VBE
504,504,puto,38766,43.952,40,35,0.001,VBE
505,505,quis,238193,270.056,181,148,0.001,PRO
506,506,fio,110043,124.764,88,69,0.001,VBE
507,507,inquio,91323,103.539,78,59,0.001,VBE
508,508,mater,37910,42.981,39,31,0.001,SUB
509,509,largus,2765,3.135,15,15,0.001,QLF
510,510,numquid,17644,20.004,26,21,0.001,CON
511,511,ieiunum,376,0.426,14,14,0.001,SUB
512,512,siccus,2007,2.276,15,11,0.001,QLF
513,513,concedo,27516,31.197,34,31,0.001,VBE
514,514,naturalis,9974,11.308,21,20,0.001,QLF
515,515,dignus,38990,44.206,42,34,0.001,QLF
516,516,uiscus,6351,7.201,18,14,0.001,SUB
517,517,facio,382326,433.47,286,198,0.001,VBE
518,518,plus1,20015,22.692,27,27,0.001,ADV
519,519,abundans,1452,1.646,15,15,0.001,QLF
520,520,ibi,56194,63.711,54,49,0.001,ADV
521,521,populus1,96120,108.978,80,56,0.001,SUB
522,522,itaque,51962,58.913,51,42,0.001,CON
523,523,oratio,42712,48.426,43,39,0.001,SUB
524,524,indigens1,994,1.127,14,13,0.001,QLF
525,525,diabolus,35625,40.391,38,32,0.001,SUB
526,526,nox,32345,36.672,36,31,0.001,SUB
527,527,siccum,162,0.184,14,7,0.001,SUB
528,528,traicio,793,0.899,13,10,0.001,VBE
529,529,adhibeo,8335,9.45,18,17,0.001,VBE
530,530,sumptus,2886,3.272,15,14,0.001,SUB
531,531,culpa,15831,17.949,23,21,0.001,SUB
532,532,refercio,922,1.045,13,13,0.001,VBE
533,533,infirmus1,14174,16.07,23,22,0.001,QLF
534,534,diuinus1,86936,98.566,69,62,0.001,QLF
535,535,(,529486,600.316,348,239,0.001,PON
536,536,demon,11898,13.49,21,16,0.001,SUB
537,537,alter,54805,62.136,49,43,0.001,QLF
538,538,5,42358,48.024,40,34,0.001,NUM
539,539,sollicitus,7644,8.667,18,18,0.001,QLF
540,540,tum,88173,99.968,72,61,0.001,ADV
541,541,comminuo,1412,1.601,14,12,0.001,VBE
542,542,consuetudo,15213,17.248,23,22,0.001,SUB
543,543,dulcedo,8192,9.288,18,17,0.001,SUB
544,544,modo2,56346,63.884,49,42,0.001,ADV
545,545,egrotus,1800,2.041,14,12,0.001,QLF
546,546,quoniam,82315,93.326,65,56,0.001,CON
547,547,tamen,133441,151.292,98,87,0.001,CON
548,548,uendo,7485,8.486,18,17,0.001,VBE
549,549,gratia2,121792,138.084,95,78,0.001,SUB
550,550,quantitas,3768,4.272,15,13,0.001,SUB
551,551,resurrectio,25471,28.878,29,23,0.001,SUB
552,552,uenenum,4644,5.265,16,15,0.001,SUB
553,553,pecus,5892,6.68,17,17,0.001,SUB
554,554,roboro,5902,6.692,16,15,0.001,VBE
555,555,saturitas,940,1.066,13,13,0.001,SUB
556,556,solon,7727,8.761,17,15,0.001,SUB
557,557,gustum,705,0.799,13,13,0.001,SUB
558,558,uictus2,3001,3.402,15,15,0.001,SUB
559,559,obseruo,14851,16.838,22,19,0.001,VBE
560,560,igitur,82223,93.222,65,56,0.001,CON
561,561,utique,30745,34.858,33,30,0.001,ADV
562,562,postquam,18936,21.469,24,21,0.001,CON
563,563,auis,3822,4.333,15,14,0.001,SUB
564,564,profecto,11202,12.701,20,18,0.001,ADV
565,565,triticum,2643,2.997,14,12,0.001,SUB
566,566,interdum,9423,10.684,19,18,0.001,ADV
567,567,statim,17427,19.758,24,23,0.001,ADV
568,568,corono,5863,6.647,16,16,0.001,VBE
569,569,aruum,905,1.026,13,9,0.001,SUB
570,570,insulsus,336,0.381,13,7,0.001,QLF
571,571,oliuum,11900,13.492,21,18,0.001,SUB
572,572,sapientia,43276,49.065,38,34,0.001,SUB
573,573,offerens,1520,1.723,13,11,0.001,SUB
574,574,recuso,3422,3.88,14,14,0.001,VBE
575,575,primitia,2986,3.385,13,11,0.001,SUB
576,576,aluus,602,0.683,12,9,0.001,SUB
577,577,uirtus,100541,113.991,73,64,0.001,SUB
578,578,hodie,14614,16.569,21,18,0.001,ADV
579,579,postulo,14653,16.613,21,20,0.001,VBE
580,580,sextus,9345,10.595,17,11,0.001,NUM
581,581,proficio,20507,23.25,23,22,0.001,VBE
582,582,tu,287785,326.282,184,144,0.001,PRO
583,583,hospitium,3041,3.448,13,13,0.001,SUB
584,584,christus,268028,303.882,170,112,0.001,QLF
585,585,unus,180002,204.081,123,101,0.001,NUM
586,586,defectus2,2658,3.014,13,13,0.001,SUB
587,587,humor,2655,3.01,13,12,0.001,SUB
588,588,ideo,64375,72.987,51,44,0.001,ADV
589,589,uomo,414,0.469,12,10,0.001,VBE
590,590,curo,17536,19.882,23,20,0.001,VBE
591,591,tantus,72876,82.625,57,56,0.001,QLF
592,592,bibo1,16597,18.817,22,18,0.001,VBE
593,593,noster,286686,325.036,181,136,0.001,QLF
594,594,calidus,2552,2.893,13,9,0.001,QLF
595,595,intellegentia,9387,10.643,17,15,0.001,SUB
596,596,comestio,461,0.523,12,10,0.001,SUB
597,597,monachus,30375,34.438,30,20,0.001,SUB
598,598,preparatio,1423,1.613,13,10,0.001,SUB
599,599,paruulus1,6832,7.746,16,16,0.001,QLF
600,600,uenatio,929,1.053,12,9,0.001,SUB
601,601,deus,680334,771.343,404,249,0.001,SUB
602,602,quadragesimus,4986,5.653,15,15,0.001,NUM
603,603,minime,12353,14.006,19,18,0.001,ADV
604,604,siliqua,277,0.314,12,8,0.001,SUB
605,605,improbus,2225,2.523,13,11,0.001,QLF
606,606,triduum,2225,2.523,13,11,0.001,SUB
607,607,saluto,4396,4.984,14,13,0.001,VBE
608,608,quantum,30036,34.054,30,30,0.001,CON
609,609,quilibet1,5286,5.993,15,14,0.001,QLF
610,610,inuito2,7982,9.05,17,16,0.001,VBE
611,611,eleemosyna,8813,9.992,17,14,0.001,SUB
612,612,ostendo,58004,65.763,48,42,0.001,VBE
613,613,frequenter,8251,9.355,16,14,0.001,ADV
614,614,partio1,1700,1.927,13,13,0.001,VBE
615,615,ueneratio,3079,3.491,13,13,0.001,SUB
616,616,excoquo,533,0.604,12,11,0.001,VBE
617,617,communio2,12583,14.266,20,18,0.001,SUB
618,618,reicio,2122,2.406,13,12,0.001,VBE
619,619,preter,15746,17.852,21,21,0.001,PRE
620,620,mando2,1052,1.193,12,12,0.001,VBE
621,621,prandium,1598,1.812,13,12,0.001,SUB
622,622,repletio,92,0.104,12,10,0.001,SUB
623,623,caritas,55447,62.864,45,39,0.001,SUB
624,624,quamuis,24380,27.641,27,24,0.001,CON
625,625,utens,718,0.814,12,11,0.001,QLF
626,626,significo,41677,47.252,36,29,0.001,VBE
627,627,paradisus,11053,12.532,18,17,0.001,SUB
628,628,calor,4686,5.313,14,13,0.001,SUB
629,629,mastico,109,0.124,12,8,0.001,VBE
630,630,egenus,3088,3.501,13,12,0.001,QLF
631,631,nonnulli,10477,11.879,18,16,0.001,QLF
632,632,materialis,1439,1.632,13,11,0.001,QLF
633,633,sapidus,198,0.225,12,9,0.001,QLF
634,634,diuersitas,4747,5.382,15,13,0.001,SUB
635,635,merces,11016,12.49,19,17,0.001,SUB
636,636,potis,1369,1.552,12,12,0.001,QLF
637,637,presumo,20925,23.724,25,22,0.001,VBE
638,638,estas,2096,2.376,13,13,0.001,SUB
639,639,permitto,18886,21.412,23,20,0.001,VBE
640,640,contineo,20860,23.651,24,22,0.001,VBE
641,641,uoco,56415,63.962,43,38,0.001,VBE
642,642,plenus,29149,33.048,27,27,0.001,QLF
643,643,sustentaculum,188,0.213,11,11,0.001,SUB
644,644,54,1038,1.177,11,10,0.001,NUM
645,645,mollis,2919,3.31,12,10,0.001,QLF
646,646,societas,6871,7.79,14,13,0.001,SUB
647,647,doceo,45778,51.902,35,32,0.001,VBE
648,648,morbus,5637,6.391,14,12,0.001,SUB
649,649,natura,60309,68.377,42,41,0.001,SUB
650,650,quippe,37138,42.106,32,28,0.001,ADV
651,651,multum1,13564,15.379,18,16,0.001,ADV
652,652,indiscretus,1324,1.501,11,10,0.001,QLF
653,653,cur,21757,24.668,22,21,0.001,CON
654,654,opus1,112889,127.99,74,63,0.001,SUB
655,655,paululum,3250,3.685,13,13,0.001,ADV
656,656,genero,9522,10.796,16,15,0.001,VBE
657,657,credens2,5559,6.303,14,14,0.001,SUB
658,658,sempiternus,8642,9.798,15,15,0.001,QLF
659,659,preuenio,6667,7.559,15,15,0.001,VBE
660,660,bestia,8517,9.656,16,15,0.001,SUB
661,661,gratus,7145,8.101,14,13,0.001,QLF
662,662,inimicus2,27660,31.36,26,22,0.001,SUB
663,663,cibo,834,0.946,11,11,0.001,VBE
664,664,lasso,634,0.719,11,11,0.001,VBE
665,665,remaneo,13153,14.913,18,15,0.001,VBE
666,666,estuo,1506,1.708,12,11,0.001,VBE
667,667,aio,92049,104.363,60,50,0.001,VBE
668,668,prefero,8487,9.622,16,14,0.001,VBE
669,669,otium,3261,3.697,12,8,0.001,SUB
670,670,lacto1,909,1.031,14,8,0.001,VBE
671,671,enutrio,1212,1.374,11,11,0.001,VBE
672,672,bene,36928,41.868,32,29,0.001,ADV
673,673,nescio,27762,31.476,27,27,0.001,VBE
674,674,lugeo,4392,4.98,13,8,0.001,VBE
675,675,expecto,8690,9.853,15,14,0.001,VBE
676,676,uolo2,114425,129.732,76,68,0.001,VBE
677,677,durus,8815,9.994,16,15,0.001,QLF
678,678,pabulum,1427,1.618,11,10,0.001,SUB
679,679,desum,14972,16.975,19,18,0.001,VBE
680,680,exiguus,2554,2.896,13,10,0.001,QLF
681,681,diiudico,2370,2.687,12,11,0.001,VBE
682,682,maneo,29900,33.9,27,23,0.001,VBE
683,683,sane,13113,14.867,18,17,0.001,ADV
684,684,uiuesco,6004,6.807,14,14,0.001,VBE
685,685,quicumque,43789,49.647,36,34,0.001,PRO
686,686,!,28522,32.337,26,24,0.001,SENT
687,687,membrum,26538,30.088,25,24,0.001,SUB
688,688,ecce,45236,51.287,36,30,0.001,ADV
689,689,uesper1,4730,5.363,13,12,0.001,QLF
690,690,sperno,7200,8.163,14,14,0.001,VBE
691,691,substantia,27702,31.408,25,20,0.001,SUB
692,692,placeo,27978,31.721,26,24,0.001,VBE
693,693,commisceo,1504,1.705,11,11,0.001,VBE
694,694,similiter,20332,23.052,22,19,0.001,ADV
695,695,singulus,33353,37.815,28,27,0.001,QLF
696,696,frux,2613,2.963,12,12,0.001,SUB
697,697,cor,132902,150.68,84,73,0.001,SUB
698,698,cupiditas,8598,9.748,16,16,0.001,SUB
699,699,regalis,5782,6.556,14,12,0.001,QLF
700,700,solitus,4671,5.296,13,13,0.001,QLF
701,701,euangelicus,6676,7.569,14,13,0.001,QLF
702,702,infirmitas,18706,21.208,21,17,0.001,SUB
703,703,caporalis,726,0.823,11,10,0.001,SUB
704,704,prorsum,8768,9.941,16,15,0.001,ADV
705,705,intellego,86740,98.343,60,51,0.001,VBE
706,706,tener,2255,2.557,12,12,0.001,QLF
707,707,nondum,13991,15.863,18,17,0.001,ADV
708,708,creatura,20823,23.609,23,22,0.001,SUB
709,709,addo,22667,25.699,24,17,0.001,VBE
710,710,obseruantia,3591,4.071,13,10,0.001,SUB
711,711,foueo,9867,11.187,16,15,0.001,VBE
712,712,acquiro,8930,10.125,15,14,0.001,VBE
713,713,uetus,20824,23.61,24,20,0.001,QLF
714,714,ego,352812,400.008,192,147,0.001,PRO
715,715,similis,28765,32.613,24,22,0.001,QLF
716,716,competens,1981,2.246,11,11,0.001,QLF
717,717,indigestus1,66,0.075,10,10,0.001,QLF
718,718,euomo,1054,1.195,10,10,0.001,VBE
719,719,consuetus,1595,1.808,10,10,0.001,QLF
720,720,animus,43434,49.244,31,28,0.001,SUB
721,721,intus1,10928,12.39,15,14,0.001,ADV
722,722,amaritas,5406,6.129,13,13,0.001,SUB
723,723,puteo,5413,6.137,13,13,0.001,VBE
724,724,uolucer,1726,1.957,11,10,0.001,QLF
725,725,fero,34928,39.6,26,25,0.001,VBE
726,726,primum,25972,29.446,22,19,0.001,ADV
727,727,congruo,4829,5.475,12,12,0.001,VBE
728,728,difficultas,3610,4.093,11,9,0.001,SUB
729,729,christianus2,5861,6.645,13,12,0.001,SUB
730,730,particeps,5980,6.78,13,6,0.001,SUB
731,731,etenim,12284,13.927,16,15,0.001,CON
732,732,sicco,1323,1.5,10,9,0.001,VBE
733,733,aufero,25921,29.389,22,21,0.001,VBE
734,734,indigentia,645,0.731,10,9,0.001,SUB
735,735,10,20010,22.687,19,15,0.001,NUM
736,736,dico3,638683,724.12,315,211,0.001,VBE
737,737,facile,15138,17.163,17,17,0.001,ADV
738,738,dominus,420905,477.21,212,146,0.001,SUB
739,739,sustentatio,1976,2.24,11,11,0.001,SUB
740,740,precipio,19314,21.898,20,19,0.001,VBE
741,741,refectorium,1041,1.18,10,10,0.001,SUB
742,742,actio,14517,16.459,17,14,0.001,SUB
743,743,propterea,13876,15.732,16,14,0.001,ADV
744,744,uis,43874,49.743,33,30,0.001,SUB
745,745,maxime,19666,22.297,19,19,0.001,ADV
746,746,diuido,16947,19.214,18,15,0.001,VBE
747,747,scandalizo,3228,3.66,11,10,0.001,VBE
748,748,suscipio,51943,58.892,34,31,0.001,VBE
749,749,administro,2905,3.294,11,10,0.001,VBE
750,750,ebrietas,2925,3.316,11,11,0.001,SUB
751,751,predicatio,16156,18.317,17,17,0.001,SUB
752,752,acetum,1221,1.384,10,5,0.001,SUB
753,753,pretium,9792,11.102,15,14,0.001,SUB
754,754,etas,19002,21.544,20,19,0.001,SUB
755,755,species,24299,27.55,23,22,0.001,SUB
756,756,mulier,34555,39.178,27,24,0.001,SUB
757,757,reuoco,12479,14.148,16,14,0.001,VBE
758,758,cogito,19342,21.929,20,19,0.001,VBE
759,759,trado,34184,38.757,26,25,0.001,VBE
760,760,nequeo,8162,9.254,14,12,0.001,VBE
761,761,uesperi,41,0.047,10,10,0.001,ADV
762,762,tactus,2525,2.863,11,11,0.001,SUB
763,763,abomino,1176,1.333,10,9,0.001,VBE
764,764,peccator,24385,27.647,21,20,0.001,SUB
765,765,retineo,13348,15.134,16,15,0.001,VBE
766,766,subtilis,2568,2.912,11,10,0.001,QLF
767,767,saporus,447,0.507,10,8,0.001,QLF
768,768,laboro,15951,18.085,17,17,0.001,VBE
769,769,fomenta,847,0.96,10,10,0.001,SUB
770,770,audeo,18952,21.487,20,16,0.001,VBE
771,771,benedictio,20024,22.703,20,20,0.001,SUB
772,772,primus,80088,90.802,50,41,0.001,NUM
773,773,uerum1,39573,44.867,29,29,0.001,CON
774,774,conuenio,26796,30.381,24,22,0.001,VBE
775,775,onero,2120,2.404,11,10,0.001,VBE
776,776,temporalis,11489,13.026,16,12,0.001,QLF
777,777,persuasio,1777,2.015,11,10,0.001,SUB
778,778,unusquisque,24422,27.689,23,22,0.001,PRO
779,779,separo,12951,14.684,16,15,0.001,VBE
780,780,agrestis,885,1.003,10,9,0.001,QLF
781,781,exhibeo,21219,24.058,20,17,0.001,VBE
782,782,luxus2,678,0.769,10,10,0.001,SUB
783,783,magnus,130141,147.55,77,71,0.001,QLF
784,784,uitis,5964,6.762,11,9,0.001,SUB
785,785,portio,4003,4.539,10,10,0.001,SUB
786,786,estus,2680,3.039,10,10,0.001,SUB
787,787,etsi,15026,17.036,15,14,0.001,CON
788,788,spes,31578,35.802,24,24,0.001,SUB
789,789,infantia,2502,2.837,10,9,0.001,SUB
790,790,guttur,1676,1.9,10,9,0.001,SUB
791,791,sufficiens,1656,1.878,9,9,0.001,QLF
792,792,famelicus,360,0.408,9,9,0.001,QLF
793,793,semen,18552,21.034,18,18,0.001,SUB
794,794,efficio,15459,17.527,16,16,0.001,VBE
795,795,ops,7325,8.305,12,12,0.001,SUB
796,796,folium,3347,3.795,10,7,0.001,SUB
797,797,nouale,139,0.158,9,7,0.001,SUB
798,798,citra2,1163,1.319,9,7,0.001,PRE
799,799,utrum,12590,14.274,14,13,0.001,CON
800,800,modus,31089,35.248,24,23,0.001,SUB
801,801,teneo,55641,63.084,32,23,0.001,VBE
802,802,descendo,24461,27.733,20,18,0.001,VBE
803,803,ingurgito,142,0.161,9,7,0.001,VBE
804,804,rursum,18308,20.757,17,14,0.001,ADV
805,805,contendo,9542,10.818,13,12,0.001,VBE
806,806,uigilia,6738,7.639,12,11,0.001,SUB
807,807,cedo2,11547,13.092,14,14,0.001,VBE
808,808,exsultatio,4731,5.364,11,9,0.001,SUB
809,809,apiscor,1919,2.176,10,8,0.001,VBE
810,810,seruo,33608,38.104,23,23,0.001,VBE
811,811,admitto,10598,12.016,13,11,0.001,VBE
812,812,discipula,10227,11.595,13,12,0.001,SUB
813,813,exquiro,2638,2.991,10,10,0.001,VBE
814,814,quanto,17613,19.969,16,14,0.001,CON
815,815,coruus,1345,1.525,9,9,0.001,SUB
816,816,inuisibilis,8544,9.687,12,12,0.001,QLF
817,817,fides,131896,149.54,66,55,0.001,SUB
818,818,at,20538,23.285,18,18,0.001,CON
819,819,exterus,8330,9.444,12,11,0.001,QLF
820,820,quisquis1,36782,41.702,25,23,0.001,PRO
821,821,poto,2686,3.045,10,9,0.001,VBE
822,822,gaudeo,22946,26.016,19,18,0.001,VBE
823,823,uelo,2350,2.664,10,3,0.001,VBE
824,824,casa,72070,81.711,40,37,0.001,SUB
825,825,subsidium,2333,2.645,10,10,0.001,SUB
826,826,oblo,1820,2.064,10,9,0.001,VBE
827,827,semel,10781,12.223,13,12,0.001,NUM
828,828,esuries,607,0.688,9,9,0.001,SUB
829,829,excepto,2864,3.247,10,7,0.001,VBE
830,830,nudus,6702,7.599,12,12,0.001,QLF
831,831,familia,6111,6.929,12,12,0.001,SUB
832,832,quomodo,53351,60.488,32,28,0.001,CON
833,833,largior,6218,7.05,12,12,0.001,VBE
834,834,balneum,896,1.016,9,9,0.001,SUB
835,835,incorruptibilis,1445,1.638,9,7,0.001,QLF
836,836,paucus,19110,21.666,17,16,0.001,QLF
837,837,profectus,4067,4.611,10,10,0.001,SUB
838,838,pectus,10201,11.566,14,13,0.001,SUB
839,839,uarietas,3913,4.436,10,10,0.001,SUB
840,840,prouideo,8919,10.112,13,13,0.001,VBE
841,841,hebdomas,4614,5.231,11,10,0.001,SUB
842,842,amitto,13348,15.134,15,14,0.001,VBE
843,843,pars,90103,102.156,52,47,0.001,SUB
844,844,condemno,7266,8.238,12,12,0.001,VBE
845,845,nonne,12149,13.774,14,14,0.001,CON
846,846,disciplina,15219,17.255,17,14,0.001,SUB
847,847,medicamentum,1476,1.673,10,8,0.001,SUB
848,848,fenum,3574,4.052,10,10,0.001,SUB
849,849,edulium,409,0.464,9,9,0.001,SUB
850,850,sollicitudo,10213,11.579,13,13,0.001,SUB
851,851,surgo,15588,17.673,16,16,0.001,VBE
852,852,opportunus,4592,5.206,11,9,0.001,QLF
853,853,impendo,4576,5.188,11,11,0.001,VBE
854,854,patior,27676,31.378,22,21,0.001,VBE
855,855,sacrilegus1,2166,2.456,10,9,0.001,QLF
856,856,usque,86805,98.417,46,41,0.001,ADV
857,857,lacteus,311,0.353,9,9,0.001,QLF
858,858,grauo,5746,6.515,11,11,0.001,VBE
859,859,humanitas,10927,12.389,13,11,0.001,SUB
860,860,sumptuosus,275,0.312,9,6,0.001,QLF
861,861,minus,23820,27.006,19,19,0.001,ADV
862,862,seruiens,1610,1.825,9,8,0.001,SUB
863,863,temperatus,157,0.178,9,8,0.001,SUB
864,864,necesse,18637,21.13,18,16,0.001,QLF
865,865,uestimentor,625,0.709,9,8,0.001,SUB
866,866,exeo,22744,25.787,20,15,0.001,VBE
867,867,subuenio,5029,5.702,11,10,0.001,VBE
868,868,iacto,4217,4.781,11,11,0.001,VBE
869,869,supernus,12232,13.868,14,14,0.001,QLF
870,870,multus,108614,123.143,58,52,0.001,QLF
871,871,fructifero,1740,1.973,10,10,0.001,VBE
872,872,uicis,11248,12.753,14,14,0.001,SUB
873,873,suadeo,5993,6.795,12,11,0.001,VBE
874,874,sanitas,6588,7.469,12,12,0.001,SUB
875,875,),529289,600.093,238,167,0.001,PON
876,876,oporteo,27433,31.103,20,20,0.001,VBE
877,877,nemo,32213,36.522,22,21,0.001,SUB
878,878,ago,83744,94.947,46,40,0.001,VBE
879,879,ructus,96,0.109,9,7,0.001,SUB
880,880,discipulus,20412,23.143,18,17,0.001,SUB
881,881,procuro,4743,5.378,11,11,0.001,VBE
882,882,nequaquam,14615,16.57,15,14,0.001,ADV
883,883,liquidus,1339,1.518,9,9,0.001,QLF
884,884,robustus,2807,3.183,10,9,0.001,QLF
885,885,contemno,17374,19.698,16,14,0.001,VBE
886,886,uoracitas,249,0.282,8,8,0.001,SUB
887,887,fere,7781,8.822,11,11,0.001,ADV
888,888,delectabiliter,590,0.669,8,8,0.001,ADV
889,889,incipio,18683,21.182,15,15,0.001,VBE
890,890,letalis,785,0.89,8,7,0.001,QLF
891,891,genu,20753,23.529,16,16,0.001,SUB
892,892,glutio,370,0.42,8,8,0.001,VBE
893,893,promitto,23310,26.428,17,15,0.001,VBE
894,894,exsisto,28152,31.918,19,18,0.001,VBE
895,895,usurpo,4330,4.909,10,10,0.001,VBE
896,896,cogo,13093,14.845,13,13,0.001,VBE
897,897,molo,471,0.534,8,8,0.001,VBE
